text,aspect,sentiment
"Best Card Ever. Foreign exchange at the best rate. No hidden fees, easier way of sending and receiving money from loved ones. Far better than ordinary bank cards. Highly recommended.",pricing value,1
"Best Card Ever. Foreign exchange at the best rate. No hidden fees, easier way of sending and receiving money from loved ones. Far better than ordinary bank cards. Highly recommended.",competitor comparison,1
Quite complex to set up but once set up works like a breeze.,app performance,1
Great easy to use app! Only wish you didn't have to be connected to WiFi to use it. I remember stuff all the time when not at home!!!,app performance,1
I do not want to request a.old I get error for more than 4 months,app performance,0
In general good but there have been trips in which it is impossible for me to pay for any method in another city that is not my city of origin.,ease of use,0
In general good but there have been trips in which it is impossible for me to pay for any method in another city that is not my city of origin.,brand satisfaction,1
Very easy to use and trusted. Already invested 100K,ease of use,1
Very easy to use and trusted. Already invested 100K,brand satisfaction,1
"Very good application, you find good offers and if you are a loyal buyer they give you good rewards !!!",pricing discounts,1
